host_response_rate,host_is_superhost,host_listings_count,zipcode,room_type,bathrooms,accommodates,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_30,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,reviews_per_month
N/A,f,1,28803,Private room,1.5,2,1,Real Bed,55.00,,15.00,1.00,0.00,1,15,64,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.77
100%,f,1,28806,Entire home/apt,2,4,2,Real Bed,127.00,100.00,39.00,4.00,20.00,2,12,125,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4.49
100%,t,4,28805,Entire home/apt,1,3,1,Real Bed,85.00,0.00,20.00,1.00,0.00,2,13,96,95.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.56
100%,f,1,28806,Entire home/apt,1,2,1,Real Bed,40.00,0.00,40.00,2.00,7.00,29,0,21,92.00,9.00,9.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,0.76
N/A,f,1,28806,Entire home/apt,2,4,2,Real Bed,250.00,500.00,140.00,1.00,0.00,14,16,9,97.00,10.00,10.00,10.00,10.00,9.00,9.00,strict_14_with_grace_period,0.35
100%,t,1,,Private room,1,2,1,Real Bed,80.00,100.00,30.00,2.00,0.00,2,17,32,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.56
100%,t,1,28805,Entire home/apt,2,6,2,Real Bed,145.00,500.00,70.00,4.00,15.00,3,14,49,98.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,1.9
100%,t,1,28806,Entire home/apt,1,2,1,Real Bed,120.00,0.00,30.00,1.00,0.00,2,13,111,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.98
100%,f,2,28805,Entire home/apt,1,6,3,Real Bed,145.00,300.00,60.00,1.00,0.00,2,19,91,99.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,3.4
100%,t,2,28801,Entire home/apt,1,2,1,Real Bed,250.00,,20.00,1.00,0.00,1,0,4,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,0.15
N/A,f,4,28801,Entire home/apt,1,3,2,Real Bed,125.00,,,1.00,0.00,30,0,16,96.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,0.6
N/A,t,1,28806,Private room,1,2,1,Real Bed,50.00,,,1.00,0.00,2,4,41,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1.52
N/A,t,1,28801,Entire home/apt,2,2,1,Futon,124.00,100.00,50.00,1.00,0.00,1,15,26,95.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.96
100%,t,1,28804,Private room,1,2,1,Real Bed,51.00,,15.00,1.00,10.00,1,15,90,98.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,3.28
100%,t,2,28804,Entire home/apt,1,5,3,Real Bed,165.00,250.00,70.00,5.00,25.00,2,9,101,97.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,3.68
100%,t,1,28801,Entire home/apt,1,2,1,Real Bed,95.00,0.00,40.00,2.00,15.00,1,14,73,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.68
100%,t,1,28805,Entire home/apt,1,2,1,Real Bed,70.00,100.00,25.00,2.00,0.00,1,13,78,97.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.86
100%,t,1,28806,Entire home/apt,1,4,3,Real Bed,139.00,,35.00,4.00,25.00,2,25,40,98.00,10.00,10.00,10.00,10.00,10.00,9.00,moderate,1.49
N/A,t,1,28805,Private room,1.5,4,2,Real Bed,250.00,100.00,,4.00,0.00,2,0,30,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.17
100%,f,1,28803,Entire home/apt,1,4,3,Real Bed,79.00,,15.00,2.00,10.00,2,22,6,93.00,10.00,9.00,10.00,10.00,10.00,9.00,flexible,4.62
100%,f,1,28803,Entire home/apt,1,4,2,Real Bed,95.00,0.00,75.00,1.00,0.00,5,21,6,97.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,0.22
N/A,f,1,28801,Entire home/apt,1,2,1,Real Bed,50.00,500.00,150.00,1.00,0.00,30,14,1,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.34
100%,f,1,28806,Entire home/apt,2,3,2,Real Bed,85.00,100.00,25.00,1.00,0.00,30,15,7,89.00,9.00,9.00,10.00,10.00,9.00,9.00,strict_14_with_grace_period,0.26
N/A,t,3,28801,Entire home/apt,1,4,1,Real Bed,121.00,200.00,40.00,2.00,10.00,1,6,195,98.00,10.00,10.00,10.00,10.00,10.00,9.00,moderate,7.23
N/A,f,1,28806,Entire home/apt,1,2,1,Real Bed,110.00,,20.00,1.00,0.00,1,0,35,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1.3
100%,t,1,28805,Private room,1,2,1,Real Bed,40.00,0.00,60.00,1.00,0.00,2,19,63,99.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.63
N/A,t,1,28801,Private room,1,2,1,Real Bed,100.00,200.00,,1.00,0.00,2,2,50,97.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1.86
N/A,t,1,28806,Entire home/apt,1,3,1,Real Bed,75.00,0.00,0.00,2.00,5.00,1,0,145,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.42
N/A,f,1,28801,Entire home/apt,1,4,2,Real Bed,79.00,300.00,50.00,1.00,0.00,30,29,16,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.59
100%,f,3,28803,Private room,1,4,3,Real Bed,165.00,250.00,35.00,4.00,20.00,1,13,1,80.00,8.00,8.00,10.00,10.00,6.00,8.00,moderate,0.07
100%,f,3,28803,Private room,1,2,2,Real Bed,70.00,100.00,25.00,2.00,20.00,1,13,16,96.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,0.61
100%,f,3,28803,Private room,1,2,1,Real Bed,95.00,100.00,25.00,2.00,20.00,1,14,4,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.23
N/A,f,1,28803,Entire home/apt,1.5,4,3,Real Bed,199.00,500.00,40.00,1.00,0.00,30,0,3,100.00,10.00,9.00,10.00,10.00,10.00,10.00,moderate,0.28
N/A,t,2,28803,Private room,1,2,1,Real Bed,63.00,0.00,10.00,2.00,25.00,2,13,92,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,3.6
100%,t,1,28805,Entire home/apt,1,3,3,Real Bed,67.00,0.00,35.00,2.00,15.00,2,11,87,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.38
N/A,t,2,28801,Entire home/apt,1,2,1,Real Bed,129.00,100.00,50.00,2.00,25.00,1,10,166,99.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,6.26
100%,t,2,28801,Entire home/apt,2,6,3,Real Bed,90.00,600.00,120.00,6.00,25.00,30,0,5,96.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,0.23
100%,f,2,28806,Private room,1.5,3,1,Real Bed,40.00,,8.00,2.00,10.00,1,0,221,96.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,9.06
N/A,t,3,28806,Private room,1.5,2,1,Real Bed,50.00,,,2.00,15.00,1,0,50,96.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,2.66
100%,t,1,28806,Entire home/apt,1,4,3,Couch,125.00,0.00,45.00,4.00,25.00,1,21,99,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.06
N/A,f,1,28804,Entire home/apt,2,6,4,Real Bed,150.00,100.00,35.00,5.00,25.00,2,13,113,91.00,9.00,9.00,10.00,10.00,9.00,9.00,moderate,4.26
100%,t,1,28806,Entire home/apt,1,3,2,Real Bed,82.00,0.00,15.00,2.00,25.00,2,14,102,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.84
N/A,t,4,28801,Private room,1,2,1,Real Bed,120.00,,,2.00,0.00,1,0,13,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.49
100%,t,1,28806,Private room,1,6,2,Real Bed,80.00,0.00,35.00,4.00,20.00,1,4,55,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.12
100%,t,1,28806,Private room,1,2,1,Real Bed,45.00,100.00,,1.00,0.00,2,17,159,95.00,9.00,10.00,10.00,10.00,9.00,10.00,moderate,6.39
50%,f,1,28804,Entire home/apt,2,5,3,Real Bed,100.00,1000.00,100.00,1.00,0.00,30,30,0,,,,,,,,strict_14_with_grace_period,
100%,f,3,28801,Entire home/apt,1,8,4,Real Bed,266.00,350.00,125.00,4.00,12.00,4,16,56,94.00,10.00,9.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,2.15
100%,f,1,28806,Private room,1,2,1,Real Bed,59.00,0.00,20.00,1.00,0.00,2,20,1,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1
N/A,t,1,28803,Entire home/apt,1,6,4,Real Bed,97.00,0.00,37.00,3.00,25.00,2,18,34,96.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.88
N/A,f,1,28806,Entire home/apt,1,6,4,Real Bed,47.00,,,4.00,10.00,30,1,3,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.22
89%,t,1,28804,Entire home/apt,1,4,2,Real Bed,140.00,150.00,60.00,1.00,0.00,2,3,74,100.00,10.00,10.00,10.00,10.00,9.00,10.00,strict_14_with_grace_period,2.87
90%,f,3,28806,Entire home/apt,2,7,3,Real Bed,124.00,350.00,85.00,6.00,10.00,2,18,54,97.00,10.00,10.00,10.00,10.00,9.00,9.00,moderate,2.05
N/A,t,1,28805,Private room,1,2,1,Real Bed,80.00,0.00,0.00,1.00,0.00,2,7,86,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.46
73%,f,2,28804,Private room,1,3,2,Real Bed,99.00,,50.00,2.00,25.00,2,5,22,97.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.85
100%,t,4,28806,Entire home/apt,1,4,1,Pull-out Sofa,150.00,150.00,75.00,1.00,0.00,2,25,18,94.00,9.00,10.00,10.00,10.00,9.00,9.00,strict_14_with_grace_period,0.69
N/A,t,1,28801,Entire home/apt,1,2,1,Real Bed,150.00,150.00,85.00,1.00,0.00,2,8,39,99.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,1.55
N/A,t,1,28806,Entire home/apt,1,3,3,Real Bed,100.00,150.00,35.00,2.00,8.00,2,0,61,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,2.41
100%,t,2,28806,Private room,1,2,1,Real Bed,48.00,100.00,10.00,2.00,30.00,1,22,58,97.00,10.00,9.00,10.00,10.00,10.00,10.00,moderate,2.25
N/A,t,2,28806,Entire home/apt,1,2,1,Real Bed,125.00,,45.00,2.00,40.00,2,10,142,98.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,5.88
N/A,t,4,28801,Private room,1,2,1,Real Bed,80.00,,,2.00,0.00,1,0,17,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.68
N/A,t,4,28801,Entire home/apt,1,8,4,Real Bed,150.00,0.00,25.00,4.00,35.00,1,0,58,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.35
100%,t,1,28805,Private room,1,5,2,Real Bed,56.00,200.00,40.00,2.00,10.00,1,18,111,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4.31
100%,t,1,28804,Entire home/apt,1,2,1,Real Bed,80.00,,20.00,2.00,10.00,2,17,72,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.9
N/A,t,10,28805,Private room,1,2,1,Real Bed,49.00,100.00,50.00,1.00,0.00,1,13,117,98.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,4.62
100%,f,10,28806,Entire home/apt,2.5,12,4,Real Bed,249.00,250.00,94.00,2.00,30.00,1,15,239,94.00,10.00,9.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,9.17
100%,t,1,28801,Private room,1,2,1,Airbed,48.00,,,1.00,25.00,1,14,115,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.04
100%,t,1,28803,Entire home/apt,1,6,3,Real Bed,160.00,200.00,89.00,4.00,30.00,1,10,101,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4.06
N/A,t,1,28801,Entire home/apt,1,2,1,Real Bed,130.00,0.00,40.00,1.00,0.00,2,4,99,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.04
N/A,t,1,28803,Private room,2,4,2,Real Bed,99.00,,25.00,2.00,25.00,2,22,77,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.07
N/A,t,1,28806,Entire home/apt,1,2,1,Real Bed,56.00,100.00,20.00,1.00,0.00,2,3,69,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.7
N/A,f,2,28805,Entire home/apt,3,6,3,Real Bed,450.00,,150.00,1.00,0.00,4,24,10,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.41
N/A,t,4,28801,Entire home/apt,1,3,2,Real Bed,141.00,375.00,80.00,2.00,35.00,3,8,101,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,5.57
N/A,t,1,28704,Entire home/apt,1,2,1,Real Bed,95.00,150.00,50.00,2.00,50.00,2,11,25,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.97
N/A,t,1,28806,Private room,1,2,1,Real Bed,48.00,,20.00,1.00,0.00,1,0,71,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.77
0%,f,1,28804,Entire home/apt,1,2,1,Real Bed,150.00,150.00,40.00,1.00,0.00,2,0,54,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.13
100%,t,2,28715,Entire home/apt,2,8,4,Real Bed,240.00,300.00,150.00,8.00,25.00,2,19,13,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.66
100%,t,1,28704,Entire home/apt,1,7,3,Real Bed,110.00,110.00,50.00,4.00,10.00,1,21,68,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.64
N/A,f,1,28806,Entire home/apt,1,4,2,Real Bed,150.00,,50.00,1.00,0.00,2,0,33,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.28
100%,t,3,28806,Entire home/apt,1,3,1,Real Bed,106.00,,65.00,2.00,100.00,3,14,88,99.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,3.42
100%,t,4,28801,Entire home/apt,2,11,6,Real Bed,500.00,2000.00,250.00,8.00,25.00,2,18,83,100.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,3.31
100%,t,2,28803,Private room,1,2,1,Real Bed,90.00,0.00,20.00,1.00,0.00,1,0,19,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.77
N/A,t,1,28715,Entire home/apt,1.5,6,4,Real Bed,220.00,250.00,95.00,6.00,10.00,2,16,85,98.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,3.52
100%,t,1,28803,Entire home/apt,2,10,6,Pull-out Sofa,130.00,,100.00,6.00,15.00,2,6,129,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.29
100%,t,3,28801,Entire home/apt,1,4,2,Real Bed,95.00,0.00,50.00,2.00,15.00,2,19,77,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.13
100%,t,1,28803,Entire home/apt,1,2,1,Real Bed,89.00,0.00,35.00,2.00,20.00,2,3,133,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.35
100%,t,4,28801,Private room,1,3,1,Real Bed,85.00,250.00,25.00,2.00,30.00,1,20,24,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.97
100%,f,1,28803,Entire home/apt,2,3,2,Real Bed,110.00,0.00,60.00,3.00,100.00,2,18,20,97.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.83
N/A,t,2,28803,Entire home/apt,1,4,2,Real Bed,99.00,200.00,50.00,1.00,0.00,2,23,78,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.14
100%,t,1,28801,Entire home/apt,1,4,2,Real Bed,149.00,500.00,65.00,2.00,10.00,2,6,147,98.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,5.8
40%,f,1,28801,Entire home/apt,2,4,3,Real Bed,90.00,300.00,100.00,1.00,0.00,30,7,2,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.11
100%,t,1,28804,Entire home/apt,1,4,2,Real Bed,150.00,200.00,30.00,1.00,0.00,3,17,48,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,1.95
100%,f,1,28806,Entire home/apt,1,6,3,Real Bed,125.00,0.00,50.00,4.00,25.00,2,14,99,93.00,9.00,9.00,10.00,10.00,10.00,9.00,moderate,3.99
99%,f,9,28801,Entire home/apt,1,2,1,Real Bed,105.00,,40.00,1.00,0.00,1,7,123,93.00,9.00,9.00,10.00,10.00,10.00,9.00,flexible,5.29
100%,t,1,28801,Entire home/apt,1,2,1,Real Bed,120.00,500.00,35.00,2.00,40.00,2,7,89,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.51
100%,t,1,28803,Entire home/apt,1,2,1,Real Bed,90.00,0.00,20.00,1.00,0.00,2,9,172,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,7.33
100%,t,1,28806,Entire home/apt,1,4,2,Real Bed,77.00,,22.00,1.00,0.00,1,22,69,97.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.77
N/A,f,1,28803,Entire home/apt,1,3,2,Real Bed,131.00,0.00,39.00,2.00,0.00,1,7,85,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.45
N/A,f,10,28801,Private room,1,2,1,Real Bed,70.00,,,2.00,10.00,1,30,28,89.00,9.00,9.00,10.00,9.00,10.00,9.00,flexible,1.54
100%,t,1,28806,Entire home/apt,1,2,1,Real Bed,185.00,,55.00,2.00,10.00,2,12,78,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.14
100%,t,3,28805,Private room,1,3,2,Real Bed,60.00,0.00,20.00,2.00,15.00,1,10,78,97.00,10.00,10.00,10.00,10.00,9.00,9.00,moderate,3.14
100%,t,1,28803,Entire home/apt,1,4,2,Real Bed,125.00,200.00,40.00,1.00,25.00,1,22,118,96.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.75
N/A,t,3,28801,Private room,1,3,2,Real Bed,62.00,,25.00,2.00,20.00,1,17,153,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,6.15
N/A,t,1,28806,Entire home/apt,1,4,2,Real Bed,89.00,100.00,50.00,2.00,15.00,1,8,87,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.53
100%,t,2,28803,Private room,1,2,1,Real Bed,85.00,100.00,20.00,2.00,20.00,1,11,36,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1.45
100%,t,2,28801,Private room,1,2,1,Real Bed,67.00,100.00,40.00,1.00,0.00,2,22,65,95.00,10.00,10.00,10.00,10.00,10.00,9.00,moderate,2.64
100%,t,2,28704,Entire home/apt,1,2,1,Real Bed,74.00,100.00,25.00,2.00,15.00,1,9,143,96.00,10.00,9.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,5.81
100%,t,5,28805,Private room,1,3,2,Real Bed,40.00,,,2.00,10.00,1,15,195,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,10.35
100%,t,3,28805,Entire home/apt,1,4,3,Real Bed,75.00,0.00,25.00,2.00,15.00,1,11,59,97.00,10.00,9.00,10.00,10.00,9.00,9.00,moderate,2.4
100%,f,1,28801,Private room,1,2,1,Real Bed,84.00,150.00,15.00,1.00,5.00,2,0,21,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.87
100%,t,1,28806,Entire home/apt,1,5,3,Real Bed,85.00,0.00,70.00,2.00,6.00,1,0,62,99.00,10.00,10.00,10.00,10.00,9.00,10.00,strict_14_with_grace_period,2.72
100%,t,3,28801,Entire home/apt,1,2,1,Real Bed,167.00,300.00,65.00,2.00,15.00,1,20,99,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,4.02
100%,t,1,28806,Entire home/apt,1,2,1,Real Bed,85.00,,36.00,1.00,0.00,2,10,123,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.51
100%,t,3,28801,Entire home/apt,1,2,1,Real Bed,149.00,300.00,65.00,2.00,15.00,1,14,119,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.83
N/A,f,1,28715,Entire home/apt,1,8,6,Real Bed,89.00,100.00,75.00,3.00,10.00,2,12,45,95.00,10.00,9.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,1.83
N/A,f,1,28805,Entire home/apt,2,7,2,Real Bed,125.00,250.00,100.00,4.00,10.00,6,27,10,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.41
100%,t,4,28801,Private room,1,2,1,Real Bed,80.00,250.00,20.00,1.00,0.00,1,21,32,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.3
100%,t,1,28801,Entire home/apt,2,5,2,Real Bed,495.00,100.00,65.00,1.00,0.00,2,15,57,99.00,10.00,9.00,10.00,10.00,10.00,9.00,moderate,2.31
100%,t,4,28801,Entire home/apt,2,6,3,Real Bed,150.00,1000.00,100.00,1.00,0.00,31,23,0,,,,,,,,strict_14_with_grace_period,
100%,t,1,28805,Entire home/apt,1,3,1,Real Bed,100.00,0.00,50.00,2.00,45.00,3,17,32,97.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1.35
100%,t,1,28805,Entire home/apt,1,2,1,Real Bed,90.00,300.00,45.00,2.00,35.00,1,16,112,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.59
N/A,f,1,28806,Private room,1,1,1,Real Bed,33.00,200.00,0.00,1.00,20.00,30,7,8,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.32
100%,t,2,28806,Private room,1,2,1,Futon,59.00,,30.00,1.00,20.00,1,16,11,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,0.47
100%,t,1,28806,Entire home/apt,1,3,1,Real Bed,88.00,0.00,36.00,2.00,20.00,1,21,192,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,7.93
100%,f,3,28803,Entire home/apt,2,5,2,Real Bed,110.00,500.00,120.00,4.00,30.00,30,0,23,99.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.96
N/A,t,1,28803,Private room,1,2,1,Real Bed,50.00,,20.00,1.00,0.00,2,10,57,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,2.34
100%,t,1,28801,Entire home/apt,1,4,2,Real Bed,120.00,,,2.00,20.00,2,21,28,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1.16
N/A,f,2,28805,Entire home/apt,2,4,3,Real Bed,243.00,495.00,100.00,1.00,0.00,2,12,7,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.3
N/A,f,1,28806,Entire home/apt,1,4,1,Real Bed,89.00,100.00,45.00,2.00,15.00,2,0,55,94.00,10.00,9.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.28
100%,t,1,28805,Entire home/apt,1,2,1,Real Bed,90.00,,20.00,1.00,0.00,2,10,202,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,8.28
100%,f,1,28732,Entire home/apt,2,8,4,Real Bed,145.00,250.00,100.00,6.00,10.00,3,13,24,92.00,10.00,10.00,10.00,10.00,9.00,10.00,strict_14_with_grace_period,1.03
N/A,t,1,28801,Entire home/apt,1,5,3,Real Bed,295.00,200.00,65.00,2.00,15.00,1,18,147,99.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,6.2
N/A,f,1,28806,Entire home/apt,1,4,2,Real Bed,90.00,,,1.00,0.00,3,12,0,,,,,,,,moderate,
100%,t,1,28806,Private room,1,2,1,Real Bed,50.00,,,1.00,0.00,1,8,96,97.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,3.93
100%,t,1,28801,Entire home/apt,1,4,2,Real Bed,250.00,0.00,75.00,1.00,0.00,2,12,47,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.98
99%,f,9,28801,Entire home/apt,1,2,1,Real Bed,115.00,,40.00,1.00,0.00,2,18,97,92.00,10.00,9.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,4
N/A,f,2,28704,Private room,1,2,1,Real Bed,45.00,,,1.00,0.00,2,0,39,100.00,10.00,10.00,10.00,10.00,9.00,10.00,strict_14_with_grace_period,1.63
100%,t,1,28804,Entire home/apt,1,2,1,Real Bed,95.00,0.00,50.00,2.00,50.00,1,12,167,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,7.65
100%,f,1,28806,Entire home/apt,1,2,1,Real Bed,54.00,,,1.00,0.00,30,6,0,,,,,,,,flexible,
100%,t,4,28805,Entire home/apt,1,4,1,Real Bed,75.00,100.00,24.00,2.00,10.00,2,12,133,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.5
100%,t,1,28704,Entire home/apt,2,8,4,Real Bed,160.00,,70.00,6.00,15.00,2,15,113,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.91
N/A,f,2,28704,Entire home/apt,2,4,2,Real Bed,95.00,,25.00,2.00,0.00,2,0,10,98.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.43
100%,f,3,28805,Entire home/apt,1,2,1,Real Bed,130.00,200.00,,1.00,0.00,2,8,60,95.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,2.56
N/A,f,2,28806,Entire home/apt,1,2,1,Real Bed,55.00,0.00,80.00,1.00,0.00,30,16,14,99.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.59
N/A,t,1,28801,Private room,1,2,1,Real Bed,165.00,100.00,40.00,1.00,0.00,2,16,73,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.11
100%,t,1,28806,Entire home/apt,1,2,1,Real Bed,125.00,100.00,49.00,1.00,0.00,1,18,151,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,6.37
N/A,f,1,28805,Private room,1,1,1,Real Bed,36.00,200.00,50.00,1.00,25.00,28,11,6,97.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.26
100%,t,1,28803,Entire home/apt,1,4,1,Real Bed,57.00,0.00,10.00,2.00,5.00,1,3,150,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,6.33
100%,t,1,28803,Entire home/apt,1,4,1,Real Bed,99.00,500.00,30.00,2.00,25.00,1,13,139,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.79
N/A,t,1,28805,Private room,1,3,1,Real Bed,95.00,0.00,15.00,2.00,20.00,2,15,104,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.43
100%,t,1,28805,Entire home/apt,1,3,2,Real Bed,79.00,200.00,25.00,2.00,20.00,2,11,79,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.34
